date,agency,subject,message,station,cause
11/13/22 6:17 PM,NYC,"QNS, A Train, Delays",A trains are delayed in both directions while we remove a train with a mechanical problem from service at Ozone Park-Lefferts Blvd.,Ozone Park-Lefferts Blvd,remove a train
11/13/22 5:44 PM,NYC,"BKLYN, 2 Train, Delays",2 trains are delayed entering/leaving Flatbush Av-Brooklyn College while we investigate why a train's brakes activated at that station.,Flatbush Av-Brooklyn College while we investigate why a train's brakes activated at that station,brake
11/13/22 3:35 PM,NYC,"MANH, 2 and 3 Trains, Delays",Southbound 2/3 trains are running with delays after we investigated a report of people being disruptive on a train at 34 St-Penn Station.,34 St-Penn Station,disruptive
11/13/22 3:25 PM,NYC,"MANH, 6 Train, Delays",Southbound 6 trains are delayed while we address a door problem on a train at 14 St-Union Sq.,14 St-Union Sq,door
11/13/22 3:13 PM,NYC,"MANH, 4 and 5 Trains, Delays",4/5 trains are delayed in both directions while EMS responds to a person in need of medical attention at Bowling Green.,Bowling Green,EMS
11/13/22 1:33 PM,NYC,"QNS, R Train, Delays",Southbound R trains are running with delays after we addressed a mechanical problem on a train at 63 Dr-Rego Park.,63 Dr-Rego Park,mechanical problem
11/13/22 11:00 AM,NYC,"MANH, Q Train, Delays",Northbound Q trains are running with delays after we removed a vandalized train car from service at 14 St-Union Sq.,14 St-Union Sq,vandalized
11/13/22 10:57 AM,NYC,"MANH, Q Train, Delays",Northbound Q trains are delayed while we removed a vandalized train car from service at 14 St-Union Sq.,14 St-Union Sq,vandalized
11/13/22 10:02 AM,NYC,"BX, MANH, 5 Train, Part Suspended",No northbound 5 train service from Bowling Green to E 180 St while we conduct track maintenance. 4 trains will make stops from Bowling Green to 149 St-Grand Concourse. 2 trains will make stops from 149 St-Grand Concourse to E 180 St. Northbound 5 train service departing Bowling Green will begin at 11:00 AM.,11:00 AM,track maintenance
11/13/22 9:45 AM,NYC,"MANH, 2 and 3 Trains, Express to Local",Southbound 2/3 trains are running on the local track from 34 St-Penn Station to 14 St. We are requesting EMS for someone in need of assistance on a train at 34 St-Penn Station. Expect delays in southbound 1 service while they share the track with rerouted trains.,34 St-Penn Station,EMS
11/13/22 9:01 AM,NYC,"QNS, A and Rockaway Park S Trains, Delays",Far Rockaway-Mott Av-bound A/H trains are delayed while we remove a train car in need of cleaning from service at Broad Channel.,Broad Channel,remove a train
11/13/22 8:14 AM,NYC,"BKLYN, D, N, and R Trains, Delays",Northbound D/N/R trains are delayed while we investigate what caused a train's emergency brakes to activate near 36 St.,36 St,brake
11/13/22 7:55 AM,NYC,"MANH, A, C, and E Trains, Delays",Brooklyn-bound A/C and southbound E trains are delayed while we remove a train with a mechanical problem from service at W 4 St-Wash Sq.,W 4 St-Wash Sq,remove a train
11/13/22 7:40 AM,NYC,"QNS, E Train, Delays",Northbound E trains are delayed while we investigate reports of an unauthorized person on the track near Sutphin Blvd.,Sutphin Blvd,unauthorized person
11/13/22 7:12 AM,NYC,"MANH, QNS, A Train, Delays",Ozone Park-Lefferts Blvd-bound A trains are delayed while we investigate a mechanical problem on a train at 168 St.,168 St,mechanical problem
11/13/22 6:25 AM,NYC,"MANH, 1 Train, Delays",Southbound 1 trains are running with delays after we moved a train that had its brakes activated at 34 St-Penn Station.,34 St-Penn Station,brake
11/13/22 6:21 AM,NYC,"MANH, 1 Train, Local to Express",Southbound 1 trains express from 34 St-Penn Station and Chambers St while we investigate what caused a train's brakes to activate at 34 St-Penn Station.,34 St-Penn Station,brake
11/13/22 6:04 AM,NYC,"BX, 2 Train, Delays",Southbound 2 trains are delayed while we remove a train with a mechanical problem from service at Prospect Av.,Prospect Av,remove a train
11/13/22 2:26 AM,NYC,"BKLYN, D, N, and Q Trains, Delays",D/N/Q trains are running with delays in both directions after we moved a train that had its brakes activated near DeKalb Av.,DeKalb Av,brake
11/13/22 2:06 AM,NYC,"MANH, 4 and 6 Trains, Stations Skipped",Southbound 4/6 trains are bypassing 14 St-Union Sq while we address an electronic gap filler malfunction at that station. For service to/from 14 St-Union Sq take a northbound train.,that station,
11/13/22 2:03 AM,NYC,"MANH, 1 Train, Part Suspended","There are no 1 trains between 145 St and Dyckman St in either direction. There is limited 1 train service between Dyckman St and 242 St. We're conducting urgent track maintenance at 157 St. Shuttle buses are operating between 145 St and Dyckman St. As an alternative, consider nearby A trains for service between 168 St and Inwood-207 St.",157 St,track maintenance
11/13/22 1:31 AM,NYC,"BKLYN, D, N, Q, and R Trains, Delays","D/N/Q trains are running with extensive delays in both directions after we moved a train that had its brakes activated near DeKalb Av. While we work to get trains back on schedule, consider 2/4/A or F trains between Manhattan and Brooklyn.",DeKalb Av,brake
11/12/22 11:30 PM,NYC,"QNS, 7 Train, Delays",Main St-bound 7 trains are delayed while we request NYPD assistance for a person being disruptive at 33 St-Rawson St.,33 St-Rawson St,disruptive
11/12/22 11:23 PM,NYC,"BKLYN, D, N, Q, and R Trains, Delays","D/N/Q/R trains are running with extensive delays after we moved a train that had its brakes activated near DeKalb Av. While we work to get trains back on schedule, consider 2/4/A or F trains between Manhattan and Brooklyn.",DeKalb Av,brake
11/12/22 11:01 PM,NYC,"BKLYN, D, N, Q, and R Trains, Delays",There is extremely limited D/N/Q/R service between Manhattan and Brooklyn while we investigate why a train's brakes were activated at DeKalb Av. Expect extensive delays in both directions. Some southbound D trains will end at 2 Av on the F line. Some N/R trains will end at City Hall or Court St before turning back for northbound service. Listen to train crew announcements to see if your train will end at these stations. Consider 2/4 or A service as an alternative between Manhattan and Brooklyn.,DeKalb Av,brake
11/12/22 10:33 PM,NYC,"QNS, N and Q Trains, Delays",Northbound N/Q trains are running with delays after we removed a train with a mechanical problem from service at Queensboro Plaza.,Queensboro Plaza,mechanical problem
11/12/22 10:17 PM,NYC,"BKLYN, D, N, and R Trains, Delays",Southbound D/N/R trains are delayed while we investigate why a train's brakes were activated at DeKalb Av.,DeKalb Av,brake
11/12/22 9:56 PM,NYC,"QNS, A Train, Delays",Far Rockaway-Mott Av-bound A trains are running with delays after we moved a train that had its brakes activated at Aqueduct-N Conduit Av.,Aqueduct-N Conduit Av,brake
11/12/22 9:02 PM,NYC,"MANH, D Train, Delays",Southbound D trains are delayed while we request EMS for someone in need of assistance on a train at 145 St.,145 St,EMS
11/12/22 7:59 PM,NYC,"BKLYN, 2 Train, Delays",Southbound 2 trains are delayed while we investigate a report of people being disruptive on a train at Winthrop St.,Winthrop St,disruptive
11/12/22 7:40 PM,NYC,"MANH, C Train, Delays",Northbound C trains are delayed while we remove a bicycle from the tracks at 135 St.,135 St,
11/12/22 7:18 PM,NYC,"BX, 4 Train, Delays",Northbound 4 trains are delayed while we address a door problem on a train at 149 St-Grand Concourse.,149 St-Grand Concourse,door
11/12/22 6:35 PM,NYC,"MANH, A, C, and D Trains, Multiple Changes","Northbound C trains are running express from 59 St-Columbus Circle to 125 St while we request NYPD assistance for a person being disruptive at 86 St. For service to/from bypassed stations, take a southbound C train. You may wait longer for a northbound A/D train while they share the track with rerouted trains.",86 St,disruptive
11/12/22 6:31 PM,NYC,"QNS, 7 Train, Delays","There is limited 7 train service between Flushing-Main St and Mets-Willets Point while we address a signal problem at Flushing-Main St. Some Flushing-Main St-bound 7 will end at 74 St-Broadway or Mets-Willets Point. For alternative service between Flushing-Main St and Mets-Willets Point, consider taking a Q48 bus.",Flushing-Main St,signal
11/12/22 6:24 PM,NYC,"MANH, A, C, and D Trains, Multiple Changes","Northbound C trains are running express from 59 St-Columbus Circle to 125 St while we investigate what caused a train's brakes to activate near 81 St. For service to/from bypassed stations, take a southbound C train. You may wait longer for a northbound A/D train while they share the track with rerouted trains.",81 St,brake
11/12/22 5:56 PM,NYC,"QNS, 7 Train, Part Suspended","There is no 7 service between Flushing-Main St and Mets-Willets Point while we address a signal problem at Flushing-Main St. For alternative service between Flushing-Main St and Mets-Willets Point, consider taking a Q48 bus.",Flushing-Main St,signal
11/12/22 5:53 PM,NYC,"BKLYN, F Train, Delays",Southbound F trains are running with delays after NYPD conducted an investigation on a train at Jay St-MetroTech.,Jay St-MetroTech,investigation
11/12/22 5:03 PM,NYC,"BKLYN, D, N, and R Trains, Slow Speeds",D/N/R trains are running at slower speeds in both directions between Atlantic Av-Barclays Ctr and 36 St while we perform maintenance. Planned Work Reminder: D/N trains are running local in both directions in Brooklyn.,slower speeds in both directions between Atlantic Av-Barclays Ctr and 36 St while we perform maintenance,maintenance
11/12/22 4:43 PM,NYC,"BX, 2 Train, Delays",Southbound 2 trains are delayed while we request NYPD assistance for an unauthorized person on the track at Pelham Pkwy.,Pelham Pkwy,unauthorized person
11/12/22 4:08 PM,NYC,"BKLYN, 4 Train, Delays",Northbound 4 trains are delayed while we investigate why a train's brakes were activated at Atlantic Av-Barclays Ctr.,Atlantic Av-Barclays Ctr,brake
11/12/22 3:11 PM,NYC,"MANH, 6 Train, Delays",Northbound 6 trains are running with delays after NYPD responded to reports of an individual being disruptive on a train at 110 St.,110 St,disruptive
11/12/22 1:45 PM,NYC,"BKLYN, Q Train, Delays",Northbound Q trains are running with delays after we removed two trains from service at Coney Island-Stillwell Av.,Coney Island-Stillwell Av,
11/12/22 1:22 PM,NYC,"BKLYN, D, N, and R Trains, Delays",Northbound D/N/R trains are running with delays after we addressed a door problem on a train at DeKalb Av.,DeKalb Av,door
11/12/22 1:18 PM,NYC,"MANH, 6 Train, Delays",Northbound 6 trains are delayed while we remove a train with mechanical problem from service at 68 St-Hunter College.,68 St-Hunter College,remove a train
11/12/22 10:35 AM,NYC,"MANH, 4 and 5 Trains, Delays",Northbound 4/5 trains are delayed while we troubleshoot a signal problem at 125 St. Some uptown trains are running local from Grand Central to 125 St. Listen for announcements at Grand Central-42 St to hear if your train will run on the local track.,125 St,signal
11/12/22 8:33 AM,NYC,"MANH, Q Train, Delays",96 St-bound Q trains are delayed while we remove a train with a mechanical problem from service at Lexington Av/63 St.,Lexington Av/63 St,remove a train
11/12/22 8:20 AM,NYC,"MANH, A and D Trains, Delays",Southbound A/D trains are running with delays after we addressed a signal problem at 135 St. Southbound A trains have resumed running on the express track from 168 St to 125 St. Southbound D trains have resumed running on the express track from 145 St to 125 St.,135 St,signal
11/12/22 8:06 AM,NYC,"MANH, N, Q, and R Trains, Delays",Southbound N/Q/R trains are running with delays after we removed a train car with a door problem from service at 57 St-7 Av.,57 St-7 Av,door
11/12/22 7:03 AM,NYC,"MANH, A and D Trains, Delays",Southbound A/D trains are delayed while we troubleshoot a signal problem at 135 St.,135 St,signal
11/12/22 6:45 AM,NYC,"BKLYN, D Train, Delays",Northbound D trains are delayed because of track maintenance at 36 St.,36 St,track maintenance
11/12/22 6:25 AM,NYC,"MANH, 1 Train, Delays",1 trains are delayed entering/leaving South Ferry while we request EMS for a person in need of assistance.,South Ferry while we request EMS for a person in need of assistance,EMS
11/12/22 6:19 AM,NYC,"MANH, 1 Train, Delays",Northbound 1 trains are delayed while we request EMS assistance for a person in need at South Ferry.,South Ferry,EMS
11/12/22 5:53 AM,NYC,"BKLYN, J Train, Delays",J trains are delayed in both directions while we address a train with a mechanical problem at Hewes St.,Hewes St,mechanical problem
11/12/22 5:15 AM,NYC,"MANH, 2 Train, Local to Express","Southbound 2 trains are running express from 96 St to 72 St while we address a signal/switch malfunction near 96 St. For service to/from bypassed stations, take a northbound train.",96 St,signal
11/12/22 2:54 AM,NYC,"BKLYN, N and R Trains, Delays",Southbound N/R trains are delayed while we request EMS assistance for a person in need at Atlantic Av-Barclays Ctr.,Atlantic Av-Barclays Ctr,EMS
11/12/22 2:13 AM,NYC,"BX, 6 Train, Delays",Northbound 6 trains are delayed while NYPD conducts an investigation at 3 Av-138 St.,3 Av-138 St,investigation
11/12/22 1:42 AM,NYC,"MANH, N and Q Trains, Delays",Northbound N/Q trains are delayed while emergency teams respond to an unauthorized person on the tracks near 14 St-Union Sq.,14 St-Union Sq,unauthorized person
11/12/22 1:13 AM,NYC,"MANH, 1 and 2 Trains, Delays",Southbound 1/2 trains are delayed while we request NYPD assistance for someone being disruptive at 14 St.,14 St,disruptive
11/11/22 11:46 PM,NYC,"MANH, 6 Train, Delays",Northbound 6 trains are delayed while we request EMS assistance for someone in need of medical help at Brooklyn Bridge-City Hall.,Brooklyn Bridge-City Hall,EMS
