index,date,agency,subject,message,station,cause
1733,11/15/22 3:56,NYC,"BKLYN, A Train, Delays",Northbound A trains are delayed while we replace rails near Kingston-Throop Avs.,Kingston-Throop Avs,replace rails
1736,11/15/22 3:42,NYC,"MANH, N Train, Delays",Northbound N trains are delayed while we request NYPD assistance for an unauthorized person on the tracks near City Hall.,City Hall,unauthorized person
1738,11/15/22 3:31,NYC,"BKLYN, A Train, Delays",Southbound A trains are delayed while we replace rails near Clinton-Washington Avs.,Clinton-Washington Avs,replace rails
1741,11/15/22 2:12,NYC,"BKLYN, R Train, Delays",R trains are delayed in both directions while NYPD responds to an unauthorized person on the tracks near 86 St.,86 St,unauthorized person
1742,11/15/22 1:24,NYC,"MANH, J Train, Boarding Change",Jamaica-bound J trains will arrive/depart from Broad St-bound track at Broad St while we perform switch maintenance near that station.,Broad St,switch
1744,11/15/22 0:54,NYC,"MANH, 1 and 2 Trains, Delays",Northbound 1/2 trains are delayed while NYPD responds to a customer altercation at 96 St.,96 St,customer altercation
1745,11/15/22 0:44,NYC,"BKLYN, Southbound D Train, Stations Skipped-Dekalb Av","Southbound D trains will not stop at DeKalb Av while we conduct track maintenance in the area. The next stop for southbound D trains after Grand St will be Atlantic Av-Barclays Ctr. For service to/from DeKalb Av, use N/Q or R trains",DeKalb Av,track maintenance
1747,11/14/22 22:37,NYC,"BKLYN, L Train, Delays",Canarsie-Rockaway Pkwy-bound L trains are delayed while NYPD responds to a passenger being disruptive at Graham Av.,Graham Av,disruptive
1750,11/14/22 21:32,NYC,"MANH, 4 and 5 Trains, Delays",Southbound 4/5 trains are delayed while we address a mechanical problem on a train at 59 St.,59 St,mechanical problem
1753,11/14/22 21:07,NYC,"QNS, M and R Trains, Delays",71 Av-bound M/R trains are delayed while we address a door problem on a train at 67 Av.,67 Av,door
1754,11/14/22 21:03,NYC,"MANH, C and E Trains, Delays",Southbound C/E trains are delayed while we address a signal problem at 34 St-Penn Station.,34 St-Penn Station,signal
1756,11/14/22 19:55,NYC,"E, F, M, and R Trains, Delays",E/F/M/R trains are running with delays in both directions following multiple incidents in Queens. What Happened? We moved a train that had its brakes activated near 46 St. We removed a train car in need of cleaning from service at 21 St-Queensbridge. NYPD removed an unauthorized person from the tracks at Jamaica-179 St. NYPD responded to a person being disruptive at Jackson Hts-Roosevelt Av.,46 St,brake
1757,11/14/22 19:49,NYC,"MANH, A and D Trains, Delays",Northbound A/D trains are running with delays after we removed a train car that needed cleaning from service at 59 St-Columbus Circle.,59 St-Columbus Circle,cleaning
1760,11/14/22 17:52,NYC,"E, F, M, and R Trains, Delays",E/F/M/R trains are running with extensive delays in both directions. What Happened? We moved a train that had its brakes activated near 46 St. We removed a train car in need of cleaning from service at 21 St-Queensbridge. NYPD removed an unauthorized person from the tracks at Jamaica-179 St. NYPD responded to a person being disruptive at Jackson Hts-Roosevelt Av. Additional Service Changes: Some E/F trains will make local stops in Queens.,46 St,brake
1765,11/14/22 17:46,NYC,"QNS, F Train, Delays",Southbound F trains are delayed while we remove a train car in need of cleaning from service at 21 St-Queensbridge.,21 St-Queensbridge,cleaning
1769,11/14/22 17:41,NYC,"QNS, E and F Trains, Delays",Northbound E/F trains are delayed while we request NYPD assistance with a person being disruptive at Jackson Hts-Roosevelt Av.,Jackson Hts-Roosevelt Av,disruptive
1770,11/14/22 17:37,NYC,"BKLYN, C Train, Delays",Southbound C trains are delayed while we remove a vandalized train car from service at Liberty Av.,Liberty Av,vandalized
1771,11/14/22 17:33,NYC,"MANH, 2 and 3 Trains, Delays",Northbound 2/3 trains are delayed while we investigate why a train's brakes were activated near Wall St.,Wall St,brake
1773,11/14/22 17:28,NYC,"QNS, F Train, Delays",F trains are delayed in both directions while we request NYPD assistance with an unauthorized person on the tracks at Jamaica-179 St.,Jamaica-179 St,unauthorized person
1775,11/14/22 17:22,NYC,"BKLYN, N, Q, R, and W Trains, Delays",N/Q/R/W trains are running with delays in both directions after we removed a train with a mechanical problem from service at DeKalb Av. D/N/Q trains have resumed making regular station stops.,DeKalb Av,mechanical problem
1777,11/14/22 17:13,NYC,"QNS, M and R Trains, Delays",Bay Ridge-bound R and Metropolitan Av-bound M trains are delayed while we investigate a report of people being disruptive at Woodhaven Blvd.,Woodhaven Blvd,disruptive
1778,11/14/22 17:12,NYC,"QNS, E, F, M, and R Trains, Delays",Jamaica-bound E/F and 71 Av-bound M/R trains are running with delays after we moved a train that had its brakes activated near 46 St. Northbound E/F trains have resumed making regular stops in Queens.,46 St,brake
1780,11/14/22 17:03,NYC,"BX, BKLYN, 2 and 3 Trains, Multiple Changes",Northbound 2 trains are running via the 5 from Nevins St to 149 St-Grand Concourse. Northbound 2/3 trains are delayed while we remove a train with a mechanical problem from service at Atlantic Av-Barclays Ctr.,Atlantic Av-Barclays Ctr,mechanical problem
1781,11/14/22 17:03,NYC,"BKLYN, A and C Trains, Delays",Northbound A/C trains are running with delays after we investigated a report of people being disruptive at Hoyt-Schermerhorn Sts.,Hoyt-Schermerhorn Sts,disruptive
1782,11/14/22 17:02,NYC,"MANH, R Train, Delays",Southbound R trains are running with delays after we requested NYPD assistance with people being disruptive at 86 St.,86 St,disruptive
1787,11/14/22 16:47,NYC,"QNS, E and F Trains, Delays",Northbound E/F trains are delayed while we investigate why a train's brakes activated near 46 St.,46 St,brake
1788,11/14/22 16:47,NYC,"1 Train, Delays",Northbound 1 trains are running with delays after we addressed a door problem on a train at WTC Cortlandt St and addressed a signal problem at 34 St.,WTC Cortlandt St and addressed a signal problem at 34 St,door
1789,11/14/22 16:46,NYC,"MANH, QNS, 7 Train, Delays",34 St-Hudson Yards-bound 7 trains are delayed while we investigate what activated a train's brakes at 61 St-Woodside.,61 St-Woodside,brake
1791,11/14/22 16:35,NYC,"QNS, E and M Trains, Delays",World Trade Center-bound E and Metropolitan Av-bound M trains are delayed while we investigate why a train's brakes activated near Court Sq-23 St.,Court Sq-23 St,brake
1792,11/14/22 16:30,NYC,"A and C Trains, Multiple Changes","A/C trains are running with extensive delays in both directions. Some A trains will make local stops while we work to get trains back on schedule. What Happened? We conducted urgent track maintenance near Jay St-MetroTech. FDNY extinguished a track fire near Jay St-MetroTech. Alternative Service: For service between Manhattan and Brooklyn, consider a 2/3/4/5/D/F/J/L train. For service in Brooklyn, consider a B25 bus. For service in The Rockaways, consider a Q22 bus. From Broadway Junction to Manhattan, transfer to a J/L train. LIRR is cross-honoring between Far Rockaway and Penn Station.",Jay St-MetroTech,track maintenance
1795,11/14/22 16:09,NYC,"BKLYN, A and C Trains, Delays",A/C trains are delayed in both directions while we investigate a report of smoke near Jay St-MetroTech.,Jay St-MetroTech,smoke
1796,11/14/22 16:09,NYC,"BKLYN, D, N, and R Trains, Delays",Northbound D/N/R trains are running with delays after we removed a train with a mechanical problem from service at 4 Av-9 St.,4 Av-9 St,mechanical problem
1803,11/14/22 15:55,NYC,"BKLYN, N and Q Trains, Delays",Southbound N/Q trains are delayed while we investigate why a train's brakes activated near DeKalb Av.,DeKalb Av,brake
1804,11/14/22 15:54,NYC,"MANH, C and E Trains, Delays",Southbound C/E trains are delayed while we remove a train with a door problem from service at 23 St.,23 St,door
1805,11/14/22 15:52,NYC,"MANH, 4 and 5 Trains, Delays",Northbound 4/5 trains are delayed while we request EMS assistance for a person in need at 125 St.,125 St,EMS
1807,11/14/22 15:33,NYC,"BKLYN, 4 and 5 Trains, Delays",Southbound 4/5 trains are delayed while we investigate why a train's brakes were activated at Atlantic Av-Barclays Ctr.,Atlantic Av-Barclays Ctr,brake
1809,11/14/22 15:01,NYC,"BKLYN, MANH, A, C, E, and F Trains, Multiple Changes","No southbound A service from Jay St-MetroTech to Euclid Av. C train service between Euclid Av and 168 St has been suspended. What's Happening? We're conducting urgent track maintenance near Jay St-MetroTech. Additional Service Changes: Southbound A trains are running on the F line from W 4 St-Wash Sq to Jay St-MetroTech. The last stop on some southbound A trains will be 2 Av on the F line or World Trade Center on the E line. Expect delays in A/E/F service. The last stop on southbound A trains will be Chambers St or Jay St-MetroTech. A trains are making all local stops in Brooklyn and Manhattan. The last stop on some northbound A trains will be Broadway Junction. Alternative Service: For service between Manhattan and Brooklyn, consider a 2/3/4/5/D/F/J/L train. For service in Brooklyn, consider a B25 bus. For service in The Rockaways, consider a Q22 bus. From Broadway Junction to Manhattan, transfer to a J/L train. LIRR is cross-honoring between Far Rockaway and Penn Station. See a station agent for a free courtesy pass to continue your trip.",Jay St-MetroTech,track maintenance
1810,11/14/22 14:32,NYC,"BKLYN, MANH, A, C, E, and F Trains, Multiple Changes","No southbound A service from Jay St-MetroTech to Euclid Av. C train service between Euclid Av and 168 St has been suspended. What's Happening? We're conducting urgent track maintenance near Jay St-MetroTech. Additional Service Changes: Southbound A trains are running on the F line from W 4 St-Wash Sq to Jay St-MetroTech. The last stop on some southbound A trains will be 2 Av on the F line or World Trade Center on the E line. Expect delays in A/E/F service. The last stop on southbound A trains will be Chambers St or Jay St-MetroTech. A trains are making all local stops in Brooklyn and Manhattan. Alternative Service: For service between Manhattan and Brooklyn, consider a 2/3/4/5/D/F/J/L train. For service in Brooklyn, consider a B25 bus. For service in The Rockaways, consider a Q22 bus. From Broadway Junction to Manhattan, transfer to a J/L train. LIRR is cross-honoring between Far Rockaway and Penn Station. See a station agent for a free courtesy pass to continue your trip.",Jay St-MetroTech,track maintenance
1814,11/14/22 13:52,NYC,"BKLYN, A and C Trains, Delays",Southbound A/C trains are delayed while we conduct urgent track maintenance near Jay St-MetroTech.,Jay St-MetroTech,track maintenance
1820,11/14/22 13:33,NYC,"MANH, QNS, E, F, and M Trains, Multiple Changes",Southbound F trains are running via the M from 36 St to 47-50 Sts-Rockefeller Ctr. We are requesting NYPD assistance for someone being disruptive on a train at 21 St-Queensbridge. Expect delays in E/M service while they share the track with rerouted trains.,21 St-Queensbridge,disruptive
1821,11/14/22 13:30,NYC,"BKLYN, B and Q Trains, Delays",Southbound B/Q trains are delayed while we investigate what caused a train's brakes to be activated at DeKalb Av.,DeKalb Av,brake
1824,11/14/22 13:19,NYC,"MANH, 1 Train, Delays",Southbound 1 trains are delayed while we remove a train with a mechanical problem from service at 137 St-City College.,137 St-City College,mechanical problem
1827,11/14/22 12:27,NYC,"MANH, 6 Train, Delays",Northbound 6 trains are delayed while we request NYPD assistance for an individual being disruptive at 59 St.,59 St,disruptive
1828,11/14/22 10:43,NYC,"MANH, A and C Trains, Delays",A/C trains are running with delays in both directions after we addressed a switch problem at 145 St. C service has resumed between 125 St and 168 St. A service has resumed between 145 St and 168 St.,145 St,switch
1831,11/14/22 10:25,NYC,"MANH, A, B, C, and D Trains, Delays",Southbound A/B/C/D trains are running with delays after we investigated why a train's brakes were activated at 59 St-Columbus Circle. Southbound A trains have resumed running on the express track from 59 St-Columbus Circle to Canal St.,59 St-Columbus Circle,brake
1835,11/14/22 10:07,NYC,"MANH, A and C Trains, Delays",Northbound A/C trains are delayed while we address a switch problem at 145 St.,145 St,switch
1836,11/14/22 10:06,NYC,"MANH, A, B, C, D, and E Trains, Multiple Changes",Southbound A/B/C/D/E trains are delayed. Southbound A local from 59 St-Columbus Circle to Canal St. We are investigating why a train's brakes were activated at 59 St-Columbus Circle. Southbound A trains will arrive on the local track at 34 St-Herald Sq.,59 St-Columbus Circle,brake
1837,11/14/22 9:59,NYC,"MANH, 1 Train, Delays",Southbound 1 trains are running with delays after we investigated a report of smoke at Chambers St.,Chambers St,smoke
1838,11/14/22 9:59,NYC,"BKLYN, QNS, M Train, Delays",Middle Village-Metropolitan Av-bound M trains are running with delays after EMS assisted someone in need on a train at Marcy Av.,Marcy Av,EMS
